#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
F_6_R_dminus4	F_6_R	-4	27.4	0	Streptomycin	2019-07-13	-1	F_6_R_dminus4	6	2019-05-01	F6	cleared	stop_antibiotic	F_6_R_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day -4 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_dminus4	M_6_0	-4	26.8	0	Streptomycin	2019-07-13	-2	M_6_0_dminus4	6	2019-04-28	M6	cleared	stop_antibiotic	M_6_0_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day -4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_dminus4	M_6_R	-4	27.8	0	Streptomycin	2019-07-13	-2	M_6_R_dminus4	6	2019-04-28	M6	cleared	stop_antibiotic	M_6_R_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day -4 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_dminus4	L_6_0	-4	25.8	0	Streptomycin	2019-07-13	-3	L_6_0_dminus4	6	2019-04-28	L6	cleared	stop_antibiotic	L_6_0_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day -4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_dminus4	L_6_R	-4	28.3	0	Streptomycin	2019-07-13	-3	L_6_R_dminus4	6	2019-04-28	L6	cleared	stop_antibiotic	L_6_R_dminus4	Day -4 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day -4 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_dminus2	NT_6_0	-2	29.3	0	Streptomycin	2019-07-15	PBS	NT_6_0_dminus2	6	2019-05-01	NT6	colonized	post_antibiotic	NT_6_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_dminus2	NT_6_R	-2	24.9	0	Streptomycin	2019-07-15	PBS	NT_6_R_dminus2	6	2019-05-01	NT6	colonized	post_antibiotic	NT_6_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day -2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_dminus2	F_6_0	-2	26.3	0	Streptomycin	2019-07-15	-1	F_6_0_dminus2	6	2019-05-01	F6	cleared	post_antibiotic	F_6_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_R_dminus2	F_6_R	-2	27.6	0	Streptomycin	2019-07-15	-1	F_6_R_dminus2	6	2019-05-01	F6	cleared	post_antibiotic	F_6_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_dminus2	M_6_0	-2	27.1	0	Streptomycin	2019-07-15	-2	M_6_0_dminus2	6	2019-04-28	M6	cleared	post_antibiotic	M_6_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_dminus2	M_6_R	-2	28.1	0	Streptomycin	2019-07-15	-2	M_6_R_dminus2	6	2019-04-28	M6	cleared	post_antibiotic	M_6_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_dminus2	L_6_0	-2	26.8	0	Streptomycin	2019-07-15	-3	L_6_0_dminus2	6	2019-04-28	L6	cleared	post_antibiotic	L_6_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_dminus2	L_6_R	-2	29.5	0	Streptomycin	2019-07-15	-3	L_6_R_dminus2	6	2019-04-28	L6	cleared	post_antibiotic	L_6_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day -2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_dminus1	NT_6_0	-1	28.2	0	Streptomycin	2019-07-16	PBS	NT_6_0_dminus1	6	2019-05-01	NT6	colonized	post_first_fmt	NT_6_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_dminus1	NT_6_R	-1	24.2	0	Streptomycin	2019-07-16	PBS	NT_6_R_dminus1	6	2019-05-01	NT6	colonized	post_first_fmt	NT_6_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_dminus1	F_6_0	-1	26.6	0	Streptomycin	2019-07-16	-1	F_6_0_dminus1	6	2019-05-01	F6	cleared	post_first_fmt	F_6_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_R_dminus1	F_6_R	-1	27.7	0	Streptomycin	2019-07-16	-1	F_6_R_dminus1	6	2019-05-01	F6	cleared	post_first_fmt	F_6_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_dminus1	M_6_0	-1	26.5	0	Streptomycin	2019-07-16	-2	M_6_0_dminus1	6	2019-04-28	M6	cleared	post_first_fmt	M_6_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_dminus1	M_6_R	-1	27.5	0	Streptomycin	2019-07-16	-2	M_6_R_dminus1	6	2019-04-28	M6	cleared	post_first_fmt	M_6_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_dminus1	L_6_0	-1	26.2	0	Streptomycin	2019-07-16	-3	L_6_0_dminus1	6	2019-04-28	L6	cleared	post_first_fmt	L_6_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_dminus1	L_6_R	-1	29.2	0	Streptomycin	2019-07-16	-3	L_6_R_dminus1	6	2019-04-28	L6	cleared	post_first_fmt	L_6_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_d0	NT_6_0	0	27.9	0	Streptomycin	2019-07-17	PBS	NT_6_0_d0	6	2019-05-01	NT6	colonized	infection	NT_6_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day 0 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_d0	NT_6_R	0	24.6	0	Streptomycin	2019-07-17	PBS	NT_6_R_d0	6	2019-05-01	NT6	colonized	infection	NT_6_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day 0 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_d0	F_6_0	0	26.2	0	Streptomycin	2019-07-17	-1	F_6_0_d0	6	2019-05-01	F6	cleared	infection	F_6_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_R_d0	F_6_R	0	27	0	Streptomycin	2019-07-17	-1	F_6_R_d0	6	2019-05-01	F6	cleared	infection	F_6_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_d0	M_6_0	0	27	0	Streptomycin	2019-07-17	-2	M_6_0_d0	6	2019-04-28	M6	cleared	infection	M_6_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_d0	M_6_R	0	27.7	0	Streptomycin	2019-07-17	-2	M_6_R_d0	6	2019-04-28	M6	cleared	infection	M_6_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_d0	L_6_0	0	26.6	0	Streptomycin	2019-07-17	-3	L_6_0_d0	6	2019-04-28	L6	cleared	infection	L_6_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_d0	L_6_R	0	29	0	Streptomycin	2019-07-17	-3	L_6_R_d0	6	2019-04-28	L6	cleared	infection	L_6_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_d1	NT_6_0	1	27.4	10040000	Streptomycin	2019-07-18	PBS	NT_6_0_d1	6	2019-05-01	NT6	colonized	dpi	NT_6_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day 1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_d1	NT_6_R	1	24.8	15660000	Streptomycin	2019-07-18	PBS	NT_6_R_d1	6	2019-05-01	NT6	colonized	dpi	NT_6_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day 1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_d1	F_6_0	1	25.8	14000	Streptomycin	2019-07-18	-1	F_6_0_d1	6	2019-05-01	F6	cleared	dpi	F_6_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day 1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_R_d1	F_6_R	1	27.3	2300000	Streptomycin	2019-07-18	-1	F_6_R_d1	6	2019-05-01	F6	cleared	dpi	F_6_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day 1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_d1	M_6_0	1	27.5	2130000	Streptomycin	2019-07-18	-2	M_6_0_d1	6	2019-04-28	M6	cleared	dpi	M_6_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day 1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_d1	M_6_R	1	28.4	21033333.33	Streptomycin	2019-07-18	-2	M_6_R_d1	6	2019-04-28	M6	cleared	dpi	M_6_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day 1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_d1	L_6_0	1	27.2	887000	Streptomycin	2019-07-18	-3	L_6_0_d1	6	2019-04-28	L6	cleared	dpi	L_6_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_d1	L_6_R	1	30	5673333.333	Streptomycin	2019-07-18	-3	L_6_R_d1	6	2019-04-28	L6	cleared	dpi	L_6_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_d2	NT_6_0	2	28.1	45400000	Streptomycin	2019-07-19	PBS	NT_6_0_d2	6	2019-05-01	NT6	colonized	dpi	NT_6_0_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day 2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_d2	NT_6_R	2	24.3	32600000	Streptomycin	2019-07-19	PBS	NT_6_R_d2	6	2019-05-01	NT6	colonized	dpi	NT_6_R_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day 2 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_d2	F_6_0	2	25.4	94000	Streptomycin	2019-07-19	-1	F_6_0_d2	6	2019-05-01	F6	cleared	dpi	F_6_0_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day 2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_R_d2	F_6_R	2	27.2	0	Streptomycin	2019-07-19	-1	F_6_R_d2	6	2019-05-01	F6	cleared	dpi	F_6_R_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse F_6_R cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_R , Day 2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_0_d2	M_6_0	2	26.8	10000	Streptomycin	2019-07-19	-2	M_6_0_d2	6	2019-04-28	M6	cleared	dpi	M_6_0_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse M_6_0 cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_0 , Day 2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
M_6_R_d2	M_6_R	2	28	220000	Streptomycin	2019-07-19	-2	M_6_R_d2	6	2019-04-28	M6	cleared	dpi	M_6_R_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse M_6_R cage M6 , which received the fecal community transplant treatment -2	Mouse M_6_R , Day 2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_0_d2	L_6_0	2	26.5	39000	Streptomycin	2019-07-19	-3	L_6_0_d2	6	2019-04-28	L6	cleared	dpi	L_6_0_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse L_6_0 cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_0 , Day 2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
L_6_R_d2	L_6_R	2	29.1	458000	Streptomycin	2019-07-19	-3	L_6_R_d2	6	2019-04-28	L6	cleared	dpi	L_6_R_d2	Day 2 ,relative to C. difficile challenge, fecal sample from mouse L_6_R cage L6 , which received the fecal community transplant treatment -3	Mouse L_6_R , Day 2 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_0_d3	NT_6_0	3	27	19400000	Streptomycin	2019-07-20	PBS	NT_6_0_d3	6	2019-05-01	NT6	colonized	dpi	NT_6_0_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse NT_6_0 cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_0 , Day 3 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_6_R_d3	NT_6_R	3	23.5	59300000	Streptomycin	2019-07-20	PBS	NT_6_R_d3	6	2019-05-01	NT6	colonized	dpi	NT_6_R_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse NT_6_R cage NT6 , which received the fecal community transplant treatment PBS	Mouse NT_6_R , Day 3 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
F_6_0_d3	F_6_0	3	25.7	0	Streptomycin	2019-07-20	-1	F_6_0_d3	6	2019-05-01	F6	cleared	dpi	F_6_0_d3	Day 3 ,relative to C. difficile challenge, fecal sample from mouse F_6_0 cage F6 , which received the fecal community transplant treatment -1	Mouse F_6_0 , Day 3 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
